filename	acq_time	scan_exclusion_reason
dwi/sub-HML1332_ses-01_dwi.nii.gz	2026-05-04T13:06:24.417500	no_valid_rpe
fmap/sub-HML1332_ses-01_dir-PA_epi.nii.gz	2026-05-04T13:15:28.512500	wrong_phase_encode_direction
