filename	acq_time	scan_exclusion_reason
dwi/sub-HML1313_ses-01_dwi.nii.gz	2026-04-02T10:40:44.787500	no_valid_rpe
fmap/sub-HML1313_ses-01_dir-PA_epi.nii.gz	2026-04-02T10:49:45.977500	wrong_phase_encode_direction
